pais,num_visitas,numero_modelos,pagina_mas_visitada,precio_maximo,precio_promedio,visitaspag1trousers,visitaspag2skirts,visitaspag3blouses,visitaspag4sales,target
Poland,2,2,2-skirts,52,52.0,0.0,2.0,0.0,0.0,0
Poland,8,8,2-skirts,62,49.75,3.0,5.0,0.0,0.0,0
Czech Republic,1,1,1-trousers,82,82.0,1.0,0.0,0.0,0.0,0
Czech Republic,7,7,1-trousers,62,45.857142857142854,5.0,0.0,2.0,0.0,0
com (*.com),3,2,2-skirts,52,42.666666666666664,0.0,3.0,0.0,0.0,0
Czech Republic,9,6,3-blouses,57,38.77777777777778,1.0,0.0,8.0,0.0,0
Poland,1,1,1-trousers,28,28.0,1.0,0.0,0.0,0.0,0
Lithuania,4,4,1-trousers,62,46.5,3.0,0.0,1.0,0.0,0
Lithuania,2,2,2-skirts,67,64.5,0.0,2.0,0.0,4.0,1
Poland,6,6,3-blouses,62,43.666666666666664,2.0,1.0,3.0,0.0,0
Lithuania,4,4,1-trousers,38,35.5,4.0,0.0,0.0,2.0,1
Lithuania,16,9,1-trousers,72,47.25,13.0,2.0,1.0,0.0,0
Lithuania,5,5,3-blouses,60,49.2,2.0,0.0,3.0,1.0,1
Poland,1,1,2-skirts,38,38.0,0.0,1.0,0.0,1.0,1
Poland,4,4,2-skirts,67,52.5,0.0,4.0,0.0,1.0,1
Poland,32,28,3-blouses,62,43.5625,4.0,13.0,15.0,5.0,1
Lithuania,7,7,2-skirts,72,52.42857142857143,1.0,3.0,3.0,5.0,1
Czech Republic,8,8,3-blouses,52,41.0,0.0,2.0,6.0,0.0,0
United Kingdom,5,5,1-trousers,62,45.6,3.0,1.0,1.0,3.0,1
Poland,15,13,3-blouses,57,42.733333333333334,0.0,2.0,13.0,29.0,1
Lithuania,1,1,1-trousers,33,33.0,1.0,0.0,0.0,0.0,0
Poland,3,3,3-blouses,38,31.333333333333332,0.0,1.0,2.0,0.0,0
Ireland,2,1,1-trousers,62,62.0,2.0,0.0,0.0,0.0,0
Poland,8,8,3-blouses,62,43.75,1.0,3.0,4.0,4.0,1
Poland,9,9,2-skirts,67,50.22222222222222,2.0,6.0,1.0,0.0,0
Poland,28,17,1-trousers,82,50.785714285714285,24.0,0.0,4.0,12.0,1
Poland,8,8,3-blouses,52,40.625,0.0,0.0,8.0,0.0,0
Czech Republic,34,25,3-blouses,82,47.44117647058823,16.0,1.0,17.0,0.0,0
Czech Republic,70,42,3-blouses,77,40.885714285714286,8.0,19.0,43.0,0.0,0
Poland,2,2,1-trousers,38,38.0,1.0,1.0,0.0,3.0,1
Czech Republic,15,13,1-trousers,82,45.13333333333333,11.0,0.0,4.0,0.0,0
Czech Republic,36,31,1-trousers,82,48.05555555555556,25.0,6.0,5.0,0.0,0
Poland,3,3,2-skirts,67,47.666666666666664,0.0,3.0,0.0,0.0,0
Poland,1,1,3-blouses,57,57.0,0.0,0.0,1.0,0.0,0
Poland,4,4,3-blouses,57,42.75,0.0,1.0,3.0,0.0,0
Poland,2,1,1-trousers,38,38.0,2.0,0.0,0.0,0.0,0
Poland,3,3,2-skirts,52,41.0,1.0,2.0,0.0,0.0,0
Poland,6,6,1-trousers,62,46.5,3.0,0.0,3.0,0.0,0
Poland,1,1,1-trousers,62,62.0,1.0,0.0,0.0,0.0,0
Poland,9,8,1-trousers,82,47.22222222222222,9.0,0.0,0.0,3.0,1
Poland,2,2,1-trousers,43,40.5,1.0,0.0,1.0,0.0,0
Poland,1,1,2-skirts,38,38.0,0.0,1.0,0.0,2.0,1
Poland,1,1,2-skirts,52,52.0,0.0,1.0,0.0,0.0,0
Poland,16,16,2-skirts,67,47.9375,0.0,8.0,8.0,0.0,0
Poland,6,5,3-blouses,48,31.0,1.0,0.0,5.0,0.0,0
Poland,3,3,2-skirts,57,53.666666666666664,0.0,3.0,0.0,0.0,0
Poland,10,10,1-trousers,62,39.3,8.0,0.0,2.0,5.0,1
Poland,4,4,2-skirts,57,47.5,0.0,4.0,0.0,0.0,0
Poland,3,3,3-blouses,55,45.333333333333336,0.0,0.0,3.0,0.0,0
Poland,3,3,1-trousers,62,52.333333333333336,2.0,0.0,1.0,0.0,0
Poland,1,1,3-blouses,28,28.0,0.0,0.0,1.0,0.0,0
Poland,7,7,3-blouses,62,48.42857142857143,2.0,2.0,3.0,0.0,0
Poland,1,1,3-blouses,33,33.0,0.0,0.0,1.0,0.0,0
Poland,9,9,2-skirts,62,47.0,1.0,8.0,0.0,1.0,1
Poland,1,1,3-blouses,38,38.0,0.0,0.0,1.0,0.0,0
Poland,4,4,1-trousers,60,47.75,3.0,1.0,0.0,0.0,0
Czech Republic,7,6,2-skirts,57,44.142857142857146,2.0,5.0,0.0,3.0,1
Poland,1,1,1-trousers,33,33.0,1.0,0.0,0.0,0.0,0
Poland,2,2,3-blouses,48,45.5,0.0,0.0,2.0,0.0,0
Poland,5,4,2-skirts,67,46.4,0.0,4.0,1.0,3.0,1
Poland,16,16,1-trousers,72,41.0,10.0,0.0,6.0,4.0,1
Poland,5,4,1-trousers,60,45.4,4.0,0.0,1.0,8.0,1
Poland,3,3,2-skirts,52,42.666666666666664,0.0,3.0,0.0,1.0,1
Poland,5,4,1-trousers,62,40.8,4.0,0.0,1.0,0.0,0
net (*.net),6,6,1-trousers,57,40.333333333333336,3.0,0.0,3.0,0.0,0
Poland,1,1,2-skirts,52,52.0,0.0,1.0,0.0,0.0,0
Poland,2,2,1-trousers,62,62.0,2.0,0.0,0.0,0.0,0
Poland,1,1,2-skirts,43,43.0,0.0,1.0,0.0,3.0,1
Poland,3,3,1-trousers,48,43.0,2.0,1.0,0.0,0.0,0
Poland,5,5,1-trousers,55,45.4,3.0,0.0,2.0,0.0,0
Poland,2,2,1-trousers,52,47.5,1.0,1.0,0.0,2.0,1
Poland,35,27,3-blouses,82,42.17142857142857,4.0,0.0,31.0,10.0,1
Poland,1,1,3-blouses,48,48.0,0.0,0.0,1.0,1.0,1
Czech Republic,11,10,3-blouses,62,46.36363636363637,4.0,1.0,6.0,0.0,0
unidentified,1,1,1-trousers,43,43.0,1.0,0.0,0.0,0.0,0
Poland,26,12,3-blouses,62,37.92307692307692,8.0,0.0,18.0,2.0,1
Poland,2,2,1-trousers,52,42.5,1.0,1.0,0.0,0.0,0
Poland,1,1,2-skirts,57,57.0,0.0,1.0,0.0,0.0,0
Poland,1,1,2-skirts,57,57.0,0.0,1.0,0.0,0.0,0
Poland,4,4,2-skirts,62,51.25,1.0,2.0,1.0,0.0,0
Poland,3,3,1-trousers,62,53.333333333333336,3.0,0.0,0.0,1.0,1
Poland,7,7,3-blouses,57,39.285714285714285,1.0,1.0,5.0,0.0,0
Poland,7,6,3-blouses,57,42.857142857142854,1.0,1.0,5.0,0.0,0
Poland,3,3,1-trousers,82,64.0,3.0,0.0,0.0,0.0,0
Poland,9,8,3-blouses,52,41.22222222222222,0.0,1.0,8.0,1.0,1
Poland,3,2,1-trousers,62,49.333333333333336,3.0,0.0,0.0,3.0,1
Poland,4,3,1-trousers,62,50.0,4.0,0.0,0.0,0.0,0
Poland,4,4,1-trousers,62,49.5,4.0,0.0,0.0,2.0,1
Poland,7,5,3-blouses,48,43.714285714285715,0.0,0.0,7.0,1.0,1
Poland,2,1,2-skirts,62,62.0,0.0,2.0,0.0,0.0,0
net (*.net),2,2,2-skirts,52,45.0,0.0,2.0,0.0,1.0,1
Poland,2,2,2-skirts,52,52.0,0.0,2.0,0.0,0.0,0
Poland,7,7,3-blouses,48,35.142857142857146,3.0,0.0,4.0,2.0,1
Poland,9,7,1-trousers,43,37.44444444444444,9.0,0.0,0.0,7.0,1
Poland,13,12,2-skirts,62,46.07692307692308,4.0,5.0,4.0,2.0,1
Poland,6,4,1-trousers,62,54.833333333333336,6.0,0.0,0.0,0.0,0
Czech Republic,6,5,1-trousers,82,46.166666666666664,6.0,0.0,0.0,0.0,0
Poland,1,1,3-blouses,28,28.0,0.0,0.0,1.0,0.0,0
Poland,1,1,2-skirts,38,38.0,0.0,1.0,0.0,2.0,1
Poland,10,7,1-trousers,67,52.2,5.0,5.0,0.0,0.0,0
Poland,2,2,2-skirts,67,59.5,0.0,2.0,0.0,0.0,0
Poland,2,2,3-blouses,57,37.5,0.0,0.0,2.0,1.0,1
Poland,9,6,3-blouses,57,34.44444444444444,0.0,1.0,8.0,2.0,1
Poland,2,2,3-blouses,77,52.5,0.0,0.0,2.0,3.0,1
Poland,1,1,3-blouses,48,48.0,0.0,0.0,1.0,1.0,1
Poland,4,4,1-trousers,38,31.75,4.0,0.0,0.0,1.0,1
Poland,33,33,3-blouses,77,42.72727272727273,0.0,0.0,33.0,0.0,0
Poland,2,2,2-skirts,67,55.0,0.0,2.0,0.0,11.0,1
Poland,2,2,1-trousers,62,61.0,2.0,0.0,0.0,0.0,0
Poland,7,7,2-skirts,62,44.142857142857146,2.0,3.0,2.0,0.0,0
Poland,2,2,2-skirts,52,40.0,0.0,1.0,1.0,0.0,0
Poland,1,1,2-skirts,38,38.0,0.0,1.0,0.0,2.0,1
Poland,4,4,2-skirts,67,48.75,1.0,3.0,0.0,0.0,0
Poland,2,2,2-skirts,62,55.0,0.0,1.0,1.0,0.0,0
Poland,3,3,2-skirts,67,62.0,0.0,3.0,0.0,0.0,0
Czech Republic,52,33,2-skirts,67,48.0,0.0,49.0,3.0,0.0,0
Poland,3,3,1-trousers,62,49.333333333333336,3.0,0.0,0.0,0.0,0
Poland,5,5,3-blouses,57,45.8,0.0,0.0,5.0,5.0,1
Poland,7,7,2-skirts,67,48.857142857142854,3.0,4.0,0.0,2.0,1
Poland,28,17,1-trousers,62,45.714285714285715,14.0,7.0,7.0,4.0,1
Poland,5,3,2-skirts,67,43.8,0.0,5.0,0.0,6.0,1
Lithuania,3,3,3-blouses,48,36.333333333333336,1.0,0.0,2.0,0.0,0
Slovakia,1,1,1-trousers,38,38.0,1.0,0.0,0.0,0.0,0
Poland,1,1,3-blouses,33,33.0,0.0,0.0,1.0,1.0,1
Poland,4,4,1-trousers,38,35.5,2.0,2.0,0.0,0.0,0
Poland,1,1,2-skirts,57,57.0,0.0,1.0,0.0,0.0,0
Poland,2,2,1-trousers,33,30.5,2.0,0.0,0.0,0.0,0
Poland,7,6,3-blouses,48,33.714285714285715,2.0,1.0,4.0,0.0,0
Poland,6,6,1-trousers,62,48.166666666666664,4.0,0.0,2.0,3.0,1
Poland,5,5,2-skirts,57,49.4,0.0,5.0,0.0,0.0,0
Poland,2,1,1-trousers,38,38.0,2.0,0.0,0.0,0.0,0
Poland,1,1,2-skirts,52,52.0,0.0,1.0,0.0,0.0,0
Czech Republic,3,3,1-trousers,38,34.666666666666664,3.0,0.0,0.0,0.0,0
Czech Republic,9,8,1-trousers,72,51.44444444444444,6.0,1.0,2.0,0.0,0
Czech Republic,25,13,1-trousers,82,49.52,24.0,0.0,1.0,0.0,0
Czech Republic,1,1,3-blouses,57,57.0,0.0,0.0,1.0,0.0,0
Czech Republic,4,3,3-blouses,48,41.75,1.0,0.0,3.0,0.0,0
Poland,16,14,1-trousers,82,50.0,15.0,0.0,1.0,6.0,1
Czech Republic,5,4,3-blouses,62,41.6,2.0,0.0,3.0,0.0,0
net (*.net),1,1,2-skirts,57,57.0,0.0,1.0,0.0,0.0,0
net (*.net),1,1,1-trousers,43,43.0,1.0,0.0,0.0,0.0,0
net (*.net),1,1,2-skirts,52,52.0,0.0,1.0,0.0,0.0,0
net (*.net),1,1,2-skirts,52,52.0,0.0,1.0,0.0,0.0,0
net (*.net),1,1,2-skirts,38,38.0,0.0,1.0,0.0,0.0,0
net (*.net),1,1,1-trousers,62,62.0,1.0,0.0,0.0,0.0,0
net (*.net),1,1,2-skirts,57,57.0,0.0,1.0,0.0,0.0,0
net (*.net),1,1,3-blouses,48,48.0,0.0,0.0,1.0,0.0,0
net (*.net),1,1,3-blouses,33,33.0,0.0,0.0,1.0,0.0,0
Poland,6,6,1-trousers,62,42.666666666666664,4.0,2.0,0.0,0.0,0
net (*.net),20,13,1-trousers,62,40.2,16.0,2.0,2.0,0.0,0
Czech Republic,11,11,3-blouses,67,46.81818181818182,0.0,4.0,7.0,0.0,0
Poland,3,3,2-skirts,52,47.333333333333336,0.0,3.0,0.0,2.0,1
Poland,2,2,2-skirts,67,62.0,0.0,2.0,0.0,0.0,0
Poland,6,5,2-skirts,67,46.0,0.0,6.0,0.0,3.0,1
Czech Republic,4,2,3-blouses,48,45.5,1.0,0.0,3.0,0.0,0
Poland,2,2,1-trousers,33,30.5,2.0,0.0,0.0,0.0,0
Poland,1,1,2-skirts,52,52.0,0.0,1.0,0.0,0.0,0
Poland,18,11,3-blouses,62,47.05555555555556,3.0,3.0,12.0,2.0,1
Poland,1,1,2-skirts,43,43.0,0.0,1.0,0.0,0.0,0
Poland,18,18,3-blouses,62,47.77777777777778,4.0,5.0,9.0,20.0,1
net (*.net),10,10,3-blouses,57,38.3,0.0,4.0,6.0,0.0,0
Czech Republic,6,3,3-blouses,62,54.166666666666664,2.0,0.0,4.0,0.0,0
Poland,6,6,2-skirts,67,48.333333333333336,0.0,6.0,0.0,4.0,1
Czech Republic,4,4,3-blouses,57,44.0,1.0,1.0,2.0,0.0,0
Czech Republic,1,1,3-blouses,43,43.0,0.0,0.0,1.0,0.0,0
Czech Republic,3,2,1-trousers,82,69.0,3.0,0.0,0.0,0.0,0
Czech Republic,7,5,2-skirts,72,48.142857142857146,1.0,3.0,3.0,0.0,0
Czech Republic,5,5,1-trousers,62,52.2,2.0,2.0,1.0,0.0,0
Czech Republic,11,11,1-trousers,82,50.36363636363637,6.0,0.0,5.0,0.0,0
Czech Republic,21,21,3-blouses,67,41.476190476190474,3.0,4.0,14.0,0.0,0
Slovakia,1,1,2-skirts,52,52.0,0.0,1.0,0.0,0.0,0
net (*.net),1,1,3-blouses,38,38.0,0.0,0.0,1.0,0.0,0
Poland,1,1,2-skirts,38,38.0,0.0,1.0,0.0,1.0,1
Poland,10,10,3-blouses,62,43.4,3.0,3.0,4.0,0.0,0
Czech Republic,18,17,1-trousers,72,49.22222222222222,10.0,5.0,3.0,0.0,0
Czech Republic,13,12,1-trousers,72,48.61538461538461,13.0,0.0,0.0,0.0,0
Czech Republic,1,1,1-trousers,43,43.0,1.0,0.0,0.0,0.0,0
Czech Republic,1,1,1-trousers,72,72.0,1.0,0.0,0.0,0.0,0
Czech Republic,1,1,2-skirts,48,48.0,0.0,1.0,0.0,0.0,0
Poland,2,2,2-skirts,67,59.5,0.0,2.0,0.0,0.0,0
Poland,2,2,1-trousers,38,33.0,1.0,0.0,1.0,0.0,0
Poland,2,2,2-skirts,67,52.5,0.0,2.0,0.0,0.0,0
Ireland,4,4,1-trousers,62,57.25,4.0,0.0,0.0,0.0,0
Poland,10,8,1-trousers,62,42.5,7.0,1.0,2.0,4.0,1
Poland,2,1,3-blouses,48,48.0,0.0,0.0,2.0,0.0,0
Czech Republic,5,5,2-skirts,67,56.2,0.0,5.0,0.0,0.0,0
Germany,6,6,1-trousers,52,42.0,3.0,1.0,2.0,0.0,0
net (*.net),6,6,1-trousers,62,52.333333333333336,5.0,0.0,1.0,0.0,0
Poland,4,4,2-skirts,62,56.0,1.0,2.0,1.0,1.0,1
Poland,7,6,1-trousers,62,44.857142857142854,5.0,1.0,1.0,1.0,1
Czech Republic,4,4,1-trousers,62,50.0,3.0,1.0,0.0,0.0,0
Czech Republic,3,2,1-trousers,62,46.0,3.0,0.0,0.0,0.0,0
USA,6,6,1-trousers,62,45.166666666666664,6.0,0.0,0.0,0.0,0
Poland,9,9,3-blouses,50,39.333333333333336,4.0,0.0,5.0,1.0,1
Poland,2,2,3-blouses,48,43.0,0.0,0.0,2.0,1.0,1
Czech Republic,10,9,1-trousers,48,36.5,10.0,0.0,0.0,0.0,0
Poland,3,3,1-trousers,72,46.0,2.0,1.0,0.0,0.0,0
Poland,1,1,1-trousers,62,62.0,1.0,0.0,0.0,0.0,0
Poland,2,2,1-trousers,62,45.0,2.0,0.0,0.0,1.0,1
Poland,6,6,2-skirts,67,49.166666666666664,0.0,6.0,0.0,5.0,1
Poland,2,1,2-skirts,67,67.0,0.0,2.0,0.0,0.0,0
Poland,3,3,2-skirts,62,46.0,0.0,3.0,0.0,0.0,0
Czech Republic,1,1,1-trousers,38,38.0,1.0,0.0,0.0,0.0,0
Poland,2,2,1-trousers,62,50.0,2.0,0.0,0.0,0.0,0
Poland,2,2,1-trousers,43,35.5,2.0,0.0,0.0,0.0,0
Poland,1,1,3-blouses,28,28.0,0.0,0.0,1.0,2.0,1
Poland,4,4,3-blouses,52,44.0,0.0,1.0,3.0,0.0,0
Poland,5,3,2-skirts,62,43.8,0.0,5.0,0.0,0.0,0
Lithuania,11,9,3-blouses,48,33.45454545454545,1.0,0.0,10.0,0.0,0
Czech Republic,1,1,3-blouses,48,48.0,0.0,0.0,1.0,0.0,0
Poland,4,3,3-blouses,62,34.0,0.0,1.0,3.0,0.0,0
Poland,8,8,2-skirts,57,43.875,0.0,5.0,3.0,1.0,1
Czech Republic,12,11,3-blouses,48,35.916666666666664,1.0,4.0,7.0,0.0,0
Czech Republic,26,21,1-trousers,82,51.76923076923077,24.0,1.0,1.0,0.0,0
Ireland,7,7,3-blouses,82,50.285714285714285,1.0,0.0,6.0,2.0,1
Poland,4,4,1-trousers,62,51.25,2.0,1.0,1.0,0.0,0
Poland,1,1,1-trousers,38,38.0,1.0,0.0,0.0,0.0,0
Poland,1,1,1-trousers,43,43.0,1.0,0.0,0.0,0.0,0
Poland,1,1,2-skirts,38,38.0,0.0,1.0,0.0,0.0,0
Poland,6,6,1-trousers,82,54.166666666666664,6.0,0.0,0.0,1.0,1
Lithuania,4,2,1-trousers,62,55.0,2.0,0.0,2.0,1.0,1
Poland,22,13,1-trousers,82,45.77272727272727,22.0,0.0,0.0,2.0,1
Czech Republic,4,3,2-skirts,57,51.0,0.0,4.0,0.0,0.0,0
net (*.net),1,1,3-blouses,28,28.0,0.0,0.0,1.0,4.0,1
Poland,2,2,3-blouses,48,48.0,0.0,0.0,2.0,0.0,0
Poland,11,9,3-blouses,57,37.54545454545455,2.0,1.0,8.0,0.0,0
Poland,8,8,3-blouses,67,46.125,0.0,3.0,5.0,2.0,1
Poland,2,2,1-trousers,43,38.0,1.0,0.0,1.0,0.0,0
Poland,4,4,1-trousers,62,47.75,4.0,0.0,0.0,0.0,0
Poland,6,6,3-blouses,50,41.666666666666664,1.0,0.0,5.0,1.0,1
Poland,10,10,1-trousers,72,49.3,10.0,0.0,0.0,0.0,0
Poland,16,14,3-blouses,62,46.1875,7.0,1.0,8.0,17.0,1
Poland,1,1,3-blouses,43,43.0,0.0,0.0,1.0,0.0,0
Poland,15,13,1-trousers,62,39.733333333333334,10.0,0.0,5.0,0.0,0
Poland,2,2,3-blouses,48,38.0,0.0,0.0,2.0,3.0,1
Poland,3,3,1-trousers,38,33.0,3.0,0.0,0.0,1.0,1
Poland,2,2,3-blouses,50,46.5,0.0,0.0,2.0,0.0,0
Poland,2,2,3-blouses,48,38.0,0.0,0.0,2.0,3.0,1
Poland,1,1,2-skirts,52,52.0,0.0,1.0,0.0,0.0,0
Poland,4,2,1-trousers,43,38.0,2.0,0.0,2.0,2.0,1
Poland,6,6,3-blouses,52,41.166666666666664,1.0,1.0,4.0,2.0,1
Poland,9,5,1-trousers,62,48.111111111111114,6.0,1.0,2.0,4.0,1
Poland,7,6,1-trousers,62,41.42857142857143,7.0,0.0,0.0,10.0,1
net (*.net),3,3,3-blouses,62,46.0,1.0,0.0,2.0,3.0,1
Poland,1,1,2-skirts,57,57.0,0.0,1.0,0.0,13.0,1
Poland,20,20,2-skirts,67,47.6,8.0,10.0,2.0,2.0,1
Poland,2,2,2-skirts,52,50.0,0.0,1.0,1.0,0.0,0
Poland,2,2,3-blouses,38,33.0,0.0,0.0,2.0,0.0,0
Poland,1,1,1-trousers,28,28.0,1.0,0.0,0.0,0.0,0
Poland,2,2,1-trousers,62,45.0,2.0,0.0,0.0,0.0,0
Poland,3,3,2-skirts,67,55.666666666666664,0.0,3.0,0.0,0.0,0
Poland,2,2,1-trousers,62,61.0,2.0,0.0,0.0,0.0,0
Poland,26,25,1-trousers,62,43.07692307692308,12.0,6.0,8.0,0.0,0
Poland,2,2,2-skirts,57,57.0,0.0,2.0,0.0,0.0,0
Poland,3,3,1-trousers,62,42.666666666666664,3.0,0.0,0.0,8.0,1
Poland,17,14,2-skirts,82,48.0,2.0,8.0,7.0,2.0,1
Poland,1,1,2-skirts,52,52.0,0.0,1.0,0.0,0.0,0
Poland,1,1,2-skirts,57,57.0,0.0,1.0,0.0,0.0,0
Poland,2,2,1-trousers,52,40.0,1.0,1.0,0.0,0.0,0
Poland,8,8,2-skirts,67,51.25,1.0,4.0,3.0,0.0,0
Poland,7,6,2-skirts,57,45.42857142857143,1.0,4.0,2.0,0.0,0
Poland,1,1,1-trousers,43,43.0,1.0,0.0,0.0,0.0,0
Lithuania,5,5,1-trousers,62,46.2,3.0,0.0,2.0,0.0,0
Poland,13,13,3-blouses,67,49.46153846153846,4.0,3.0,6.0,4.0,1
Poland,1,1,2-skirts,38,38.0,0.0,1.0,0.0,1.0,1
Poland,1,1,2-skirts,67,67.0,0.0,1.0,0.0,0.0,0
Lithuania,5,5,2-skirts,67,52.4,0.0,5.0,0.0,0.0,0
Czech Republic,8,8,3-blouses,62,46.25,2.0,0.0,6.0,0.0,0
Poland,9,7,1-trousers,57,44.0,6.0,3.0,0.0,5.0,1
Poland,8,8,1-trousers,62,41.5,3.0,3.0,2.0,1.0,1
Poland,2,2,2-skirts,57,54.5,0.0,2.0,0.0,0.0,0
Poland,1,1,3-blouses,48,48.0,0.0,0.0,1.0,0.0,0
Czech Republic,1,1,1-trousers,33,33.0,1.0,0.0,0.0,0.0,0
Slovakia,4,4,2-skirts,57,43.75,1.0,2.0,1.0,0.0,0
Poland,1,1,1-trousers,62,62.0,1.0,0.0,0.0,0.0,0
Czech Republic,8,7,2-skirts,57,41.25,1.0,4.0,3.0,0.0,0
Poland,2,2,2-skirts,67,62.0,0.0,2.0,0.0,0.0,0
Czech Republic,2,2,2-skirts,52,45.0,0.0,2.0,0.0,0.0,0
Poland,5,5,2-skirts,52,41.6,2.0,3.0,0.0,0.0,0
Poland,1,1,3-blouses,28,28.0,0.0,0.0,1.0,0.0,0
Poland,3,3,2-skirts,62,54.0,0.0,3.0,0.0,0.0,0
Poland,2,2,2-skirts,38,38.0,0.0,2.0,0.0,0.0,0
Poland,26,25,1-trousers,82,47.34615384615385,21.0,4.0,1.0,9.0,1
Poland,5,5,2-skirts,67,55.2,0.0,5.0,0.0,0.0,0
Poland,2,2,1-trousers,62,50.0,2.0,0.0,0.0,0.0,0
Poland,2,2,1-trousers,48,38.0,1.0,1.0,0.0,0.0,0
Poland,4,4,2-skirts,67,55.0,0.0,3.0,1.0,2.0,1
Poland,3,3,2-skirts,38,38.0,0.0,3.0,0.0,0.0,0
Poland,2,1,2-skirts,52,52.0,0.0,2.0,0.0,0.0,0
Czech Republic,1,1,1-trousers,62,62.0,1.0,0.0,0.0,0.0,0
Poland,4,4,1-trousers,43,40.5,4.0,0.0,0.0,13.0,1
Poland,2,2,2-skirts,52,45.0,0.0,2.0,0.0,0.0,0
Poland,29,27,2-skirts,62,46.93103448275862,8.0,11.0,10.0,11.0,1
Poland,6,6,1-trousers,43,38.0,4.0,2.0,0.0,6.0,1
Czech Republic,3,3,1-trousers,57,40.333333333333336,1.0,1.0,1.0,0.0,0
Poland,2,2,2-skirts,62,57.0,0.0,2.0,0.0,0.0,0
Poland,3,2,1-trousers,57,44.333333333333336,2.0,1.0,0.0,0.0,0
Poland,8,8,3-blouses,62,38.0,1.0,2.0,5.0,1.0,1
Poland,1,1,2-skirts,52,52.0,0.0,1.0,0.0,0.0,0
Poland,1,1,2-skirts,52,52.0,0.0,1.0,0.0,0.0,0
Poland,2,2,3-blouses,48,38.0,0.0,0.0,2.0,0.0,0
Poland,8,8,3-blouses,57,40.375,0.0,0.0,8.0,6.0,1
Czech Republic,4,4,1-trousers,72,47.75,4.0,0.0,0.0,0.0,0
Poland,1,1,2-skirts,52,52.0,0.0,1.0,0.0,0.0,0
Poland,1,1,2-skirts,57,57.0,0.0,1.0,0.0,0.0,0
Poland,9,9,2-skirts,57,44.888888888888886,0.0,8.0,1.0,0.0,0
Poland,1,1,1-trousers,43,43.0,1.0,0.0,0.0,0.0,0
Poland,4,3,2-skirts,62,50.0,0.0,4.0,0.0,0.0,0
Poland,10,9,2-skirts,67,56.7,1.0,8.0,1.0,17.0,1
Poland,9,9,2-skirts,52,43.666666666666664,0.0,6.0,3.0,4.0,1
Poland,4,4,2-skirts,57,39.0,0.0,2.0,2.0,1.0,1
Poland,1,1,2-skirts,62,62.0,0.0,1.0,0.0,0.0,0
Poland,1,1,3-blouses,48,48.0,0.0,0.0,1.0,0.0,0
Germany,2,1,2-skirts,43,43.0,0.0,2.0,0.0,1.0,1
Poland,6,5,1-trousers,62,45.833333333333336,4.0,2.0,0.0,3.0,1
Poland,1,1,3-blouses,48,48.0,0.0,0.0,1.0,0.0,0
Poland,5,4,3-blouses,48,39.0,1.0,0.0,4.0,0.0,0
Poland,11,7,1-trousers,82,48.90909090909091,10.0,0.0,1.0,0.0,0
Poland,5,5,2-skirts,62,57.0,1.0,4.0,0.0,0.0,0
Poland,7,7,2-skirts,67,54.42857142857143,0.0,7.0,0.0,0.0,0
Poland,3,3,1-trousers,43,39.666666666666664,3.0,0.0,0.0,0.0,0
Poland,3,3,2-skirts,57,57.0,0.0,3.0,0.0,1.0,1
Poland,2,2,1-trousers,67,64.5,1.0,1.0,0.0,0.0,0
Czech Republic,7,6,1-trousers,38,33.0,6.0,0.0,1.0,0.0,0
Poland,7,6,3-blouses,57,39.857142857142854,0.0,3.0,4.0,4.0,1
Poland,1,1,2-skirts,38,38.0,0.0,1.0,0.0,0.0,0
Czech Republic,4,4,1-trousers,82,50.75,3.0,0.0,1.0,0.0,0
Poland,8,8,2-skirts,67,48.125,3.0,4.0,1.0,0.0,0
net (*.net),1,1,1-trousers,38,38.0,1.0,0.0,0.0,0.0,0
net (*.net),1,1,3-blouses,48,48.0,0.0,0.0,1.0,0.0,0
Poland,1,1,2-skirts,57,57.0,0.0,1.0,0.0,0.0,0
Poland,1,1,1-trousers,43,43.0,1.0,0.0,0.0,0.0,0
Poland,5,4,3-blouses,52,41.6,0.0,2.0,3.0,3.0,1
net (*.net),3,3,3-blouses,48,41.333333333333336,0.0,0.0,3.0,0.0,0
Poland,11,11,3-blouses,57,43.27272727272727,0.0,0.0,11.0,12.0,1
Poland,3,2,2-skirts,38,38.0,0.0,3.0,0.0,0.0,0
Poland,4,4,1-trousers,48,40.5,3.0,0.0,1.0,8.0,1
Czech Republic,2,2,1-trousers,38,38.0,2.0,0.0,0.0,0.0,0
Czech Republic,11,11,2-skirts,67,40.09090909090909,2.0,8.0,1.0,0.0,0
Poland,11,11,3-blouses,62,43.27272727272727,4.0,2.0,5.0,1.0,1
Poland,6,6,1-trousers,72,48.333333333333336,4.0,2.0,0.0,1.0,1
Poland,4,4,2-skirts,67,50.0,0.0,4.0,0.0,2.0,1
Poland,10,10,1-trousers,62,45.2,5.0,4.0,1.0,0.0,0
Poland,1,1,3-blouses,48,48.0,0.0,0.0,1.0,1.0,1
Poland,17,17,1-trousers,60,39.529411764705884,8.0,2.0,7.0,1.0,1
Czech Republic,5,5,2-skirts,62,42.4,1.0,2.0,2.0,0.0,0
Poland,4,3,1-trousers,38,35.5,2.0,2.0,0.0,0.0,0
Czech Republic,2,2,1-trousers,48,43.0,1.0,0.0,1.0,0.0,0
Czech Republic,5,5,1-trousers,62,47.2,3.0,0.0,2.0,0.0,0
